City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
351,Chapais,CA,49.7834,-74.8492,58.78,96,99,8.84,overcast clouds
352,Kabelvag,NO,68.2114,14.4817,48.22,89,100,16.84,light rain
353,Kamenka,RU,51.3223,42.7678,45.95,86,100,10.67,overcast clouds
354,Hay River,CA,60.8156,-115.7999,48.18,49,20,9.22,few clouds
355,Necochea,AR,-38.5473,-58.7368,53.15,90,100,5.06,overcast clouds
356,Krasnoselkup,RU,65.7,82.4667,32.38,93,100,5.08,overcast clouds
357,Sokolo,ML,14.7328,-6.1219,86.45,43,6,8.05,clear sky
358,Anadyr,RU,64.75,177.4833,45.1,93,75,20.13,broken clouds
359,Kamwenge,UG,0.1866,30.4539,60.39,97,92,1.54,overcast clouds
360,Nouadhibou,MR,20.931,-17.0347,79.84,53,82,19.51,broken clouds
361,Rawson,AR,-43.3002,-65.1023,66.67,25,83,18.88,broken clouds
362,Inhambane,MZ,-23.865,35.3833,70.16,92,0,7.45,clear sky
363,Chumikan,RU,54.7183,135.315,35.55,53,86,21.85,overcast clouds
364,Severo-Kurilsk,RU,50.6789,156.125,46.08,52,45,11.74,scattered clouds
365,Pevek,RU,69.7008,170.3133,31.41,95,100,9.13,light snow
366,Christchurch,NZ,-43.5333,172.6333,49.41,46,40,27.63,scattered clouds
367,Soe,ID,-9.8607,124.284,77.59,62,100,5.06,overcast clouds
368,Ibiapina,BR,-3.9233,-40.8894,66.99,73,2,4.74,clear sky
369,Chimore,BO,-16.9833,-65.1333,73.0,94,65,2.91,broken clouds
370,Starychi,UA,49.98,23.5585,48.83,74,97,7.0,overcast clouds
371,Tigil,RU,57.8,158.6667,38.7,69,87,28.63,light rain
372,Clarksburg,US,39.2807,-80.3445,54.34,83,0,0.0,clear sky
373,Makueni,KE,-1.8041,37.6203,63.09,83,100,5.5,overcast clouds
374,Suntar,RU,62.1444,117.6319,30.58,92,100,10.25,light snow
375,Kansanshi,ZM,-12.0951,26.4273,60.46,27,10,3.67,clear sky
376,Buraydah,SA,26.326,43.975,70.25,18,0,6.26,clear sky
377,Hamilton,US,39.1834,-84.5333,63.05,63,0,5.75,clear sky
378,Raga,SS,8.4596,25.678,69.21,92,100,0.72,overcast clouds
379,Oktyabrskiy,RU,54.4815,53.471,48.78,60,100,5.66,overcast clouds
380,Rennes,FR,48.1667,-1.6667,50.58,100,0,3.44,clear sky
381,Vryburg,ZA,-26.9566,24.7284,64.72,41,15,4.59,few clouds
382,Namibe,AO,-15.1961,12.1522,62.69,89,54,5.48,broken clouds
383,Dong Xoai,VN,11.5333,106.9167,76.59,88,100,5.19,overcast clouds
384,Pecanha,BR,-18.5486,-42.5569,63.63,88,14,1.23,few clouds
385,Gweta,BW,-20.1833,25.2333,72.0,29,0,7.09,clear sky
386,Mazara Del Vallo,IT,37.6641,12.588,66.94,76,9,1.7,clear sky
387,Harper,LR,4.375,-7.7169,75.94,91,100,5.88,overcast clouds
388,Rafaela,AR,-31.2503,-61.4867,59.0,58,100,8.99,overcast clouds
389,Olinda,BR,-8.0089,-34.8553,78.53,78,40,4.61,scattered clouds
390,Peniche,PT,39.3558,-9.3811,63.28,94,14,13.18,few clouds
391,Deer Lake,CA,49.1667,-57.4316,40.86,100,0,0.0,clear sky
392,Sabinopolis,BR,-18.6661,-43.0839,65.07,92,27,2.55,scattered clouds
393,Inirida,CO,3.8653,-67.9239,73.72,98,100,1.81,overcast clouds
394,Basco,PH,20.4487,121.9702,82.76,77,29,17.78,scattered clouds
395,Merauke,ID,-8.4667,140.3333,84.79,72,87,9.62,overcast clouds
396,Rajpur,IN,22.3,74.35,75.87,62,91,3.38,overcast clouds
397,Berlevag,NO,70.8578,29.0864,42.8,75,100,6.91,overcast clouds
398,Atar,MR,20.5169,-13.0499,91.47,16,59,13.62,broken clouds
399,Warrnambool,AU,-38.3833,142.4833,58.77,87,100,12.68,overcast clouds
400,Trinidad,BO,-14.8333,-64.9,82.62,56,99,4.32,overcast clouds
401,Churapcha,RU,62.0025,132.4325,25.83,74,100,7.45,overcast clouds
402,Pedernales,DO,18.0384,-71.744,81.88,78,58,2.75,broken clouds
403,Palkonda,IN,18.6,83.75,75.22,97,100,2.66,overcast clouds
404,Vanavara,RU,60.34,102.2797,29.25,85,91,2.06,overcast clouds
405,Oyama,JP,36.3,139.8,61.59,80,100,5.84,light rain
406,Lagunas,PE,-5.2269,-75.6753,84.4,51,98,2.44,overcast clouds
407,Montepuez,MZ,-13.1256,38.9997,63.5,98,20,3.13,few clouds
408,Aksay,RU,47.26,39.87,44.82,63,100,5.26,overcast clouds
409,Toamasina,MG,-18.1667,49.3833,64.4,100,40,2.3,scattered clouds
410,Zhigansk,RU,66.7697,123.3711,24.15,82,100,23.98,overcast clouds
411,Ostrovnoy,RU,68.0531,39.5131,47.34,92,100,14.81,overcast clouds
412,Morgan City,US,29.6994,-91.2068,73.0,88,0,3.44,clear sky
413,Abha,SA,18.2164,42.5053,67.82,24,40,6.91,scattered clouds
414,Palenque,MX,17.5167,-91.9667,74.23,91,0,3.94,clear sky
415,Komsomolskiy,UZ,40.4272,71.7189,50.72,43,0,9.22,clear sky
416,Muisne,EC,0.6,-80.0333,75.13,79,97,8.37,overcast clouds
417,Storforshei,NO,66.4043,14.5233,47.98,81,100,3.44,overcast clouds
418,Cabedelo,BR,-6.9811,-34.8339,75.87,86,9,10.56,clear sky
419,Goderich,CA,43.7501,-81.7165,59.92,87,100,2.3,overcast clouds
420,Flin Flon,CA,54.7682,-101.865,33.94,47,0,5.17,clear sky
421,Pundaguitan,PH,6.3711,126.1689,82.83,76,64,9.15,broken clouds
422,Montrose,US,38.4166,-108.2673,56.61,42,24,1.25,few clouds
423,Lata,PT,40.1629,-8.3327,63.81,82,89,2.24,overcast clouds
424,Osinki,RU,52.8432,49.5132,47.98,81,100,10.45,overcast clouds
425,Clyde River,CA,70.4692,-68.5914,25.03,80,100,19.57,light snow
426,Santa Leopoldina,BR,-20.1006,-40.5297,74.82,97,71,1.28,broken clouds
427,Batemans Bay,AU,-35.7167,150.1833,59.09,95,100,12.86,light rain
428,Ocu,JP,35.0044,135.8683,67.05,64,100,6.55,light rain
429,Shumskiy,RU,54.8318,99.1328,33.26,80,100,7.16,overcast clouds
430,Skibbereen,IE,51.55,-9.2667,58.1,84,22,19.3,few clouds
431,Honiara,SB,-9.4333,159.95,88.2,52,98,7.81,overcast clouds
432,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,88,20,5.75,few clouds
433,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.02,88,95,8.66,overcast clouds
434,Banepa,NP,27.6298,85.5214,64.72,100,75,2.3,thunderstorm with rain
435,Flinders,AU,-34.5833,150.8552,61.38,92,100,7.0,light rain
436,Utinga,BR,-5.8172,-35.3954,79.2,100,75,4.61,broken clouds
437,Kot Samaba,PK,28.5522,70.4684,78.87,28,0,8.95,clear sky
438,Sept-Iles,CA,50.2001,-66.3821,50.52,93,75,2.3,broken clouds
439,Phultala,BD,22.7,89.5167,78.3,92,40,4.05,scattered clouds
440,Gorno-Altaysk,RU,51.9561,85.955,41.76,97,100,3.33,moderate rain
441,Dudinka,RU,69.4058,86.1778,31.62,94,100,2.82,overcast clouds
442,Leua,SK,48.2156,18.6071,53.49,73,100,4.09,overcast clouds
443,Margate,GB,51.3813,1.3862,52.3,78,0,4.0,clear sky
444,Zabol,AF,32.25,67.25,56.37,17,0,6.71,clear sky
445,Vilyuysk,RU,63.7553,121.6247,28.69,87,100,9.66,light snow
446,Shieli,KZ,44.1667,66.75,49.28,27,0,14.61,clear sky
447,Aksha,RU,50.2814,113.2867,31.78,59,16,3.11,few clouds
448,Xacmaz,AZ,41.4635,48.806,65.48,73,100,6.02,overcast clouds
449,Tazovskiy,RU,67.4667,78.7,31.41,89,88,4.7,overcast clouds
450,Wagar,SD,16.1525,36.2032,84.49,39,0,6.44,clear sky
451,Tiznit,MA,29.5833,-9.5,69.69,56,35,1.83,scattered clouds
452,Nanakuli,US,21.3906,-158.1547,84.15,61,75,10.36,broken clouds
453,Abrau-Dyurso,RU,44.69,37.59,47.66,74,4,7.67,clear sky
454,Kyzyl-Suu,KG,42.3414,78.0056,43.72,52,17,5.53,few clouds
455,Kotel,BG,42.8833,26.45,47.19,64,99,1.95,overcast clouds
456,Haines Junction,CA,60.7522,-137.5108,53.55,58,100,3.44,overcast clouds
457,Tabanan,ID,-8.5413,115.1252,79.2,91,99,4.92,overcast clouds
458,Kahului,US,20.8947,-156.47,86.02,72,0,18.41,clear sky
459,Asosa,ET,10.0667,34.5333,59.59,96,100,1.99,moderate rain
460,Padang,ID,-0.9492,100.3543,78.85,85,95,6.6,overcast clouds
461,Kaliua,TZ,-5.0606,31.7936,68.14,42,76,3.98,broken clouds
462,Diu,IN,20.7141,70.9822,77.54,74,90,10.76,overcast clouds
463,Lazaro Cardenas,MX,17.9583,-102.2,80.22,83,11,5.06,few clouds
464,General Cepeda,MX,25.3833,-101.45,64.08,78,94,8.57,overcast clouds
465,Etchoropo,MX,26.7667,-109.6667,88.41,56,0,9.73,clear sky
466,Watertown,US,42.3709,-71.1828,59.41,95,100,13.8,mist
467,Soubre,CI,5.7856,-6.6083,72.23,98,100,2.1,overcast clouds
468,Te Anau,NZ,-45.4167,167.7167,41.83,77,100,2.68,overcast clouds
469,Mapiripan,CO,2.8892,-72.1256,75.96,87,78,3.47,moderate rain
470,Bac Lieu,VN,9.285,105.7244,81.99,82,100,8.75,moderate rain
471,Dzaoudzi,YT,-12.7887,45.2699,73.29,94,20,3.44,few clouds
472,Bosaso,SO,11.2842,49.1816,83.19,70,14,5.32,few clouds
473,Kayes,ML,14.0,-11.0,74.41,79,8,8.37,clear sky
474,Sena Madureira,BR,-9.0656,-68.6569,72.63,95,58,1.88,broken clouds
475,Mattru,SL,7.6244,-11.8332,72.91,98,100,0.25,moderate rain
476,Smithers,CA,54.7804,-127.1743,59.32,72,75,4.61,broken clouds
477,Lahijan,IR,37.2061,50.0029,68.36,83,0,4.79,clear sky
478,Zhezkazgan,KZ,47.8043,67.7144,37.38,30,0,11.18,clear sky
479,Pochutla,MX,15.7432,-96.4661,74.77,88,8,4.59,clear sky
480,La Ronge,CA,55.1001,-105.2842,35.85,51,20,6.91,few clouds
481,Sumbe,AO,-11.2061,13.8437,72.5,88,100,9.98,overcast clouds
482,Rach Gia,VN,10.0167,105.0833,80.01,86,100,9.89,moderate rain
483,Vadso,NO,70.0744,29.7487,42.96,75,100,9.22,overcast clouds
484,Marana,US,32.4367,-111.2254,86.61,29,0,4.61,clear sky
485,Leningradskiy,RU,69.3833,178.4167,31.39,86,100,8.61,overcast clouds
486,Santa Fe,AR,-31.6333,-60.7,68.0,55,94,11.01,moderate rain
487,Carndonagh,IE,55.25,-7.2667,51.6,85,43,20.18,light rain
488,Whitianga,NZ,-36.8333,175.7,55.29,50,49,15.82,scattered clouds
489,Daloa,CI,6.8774,-6.4502,70.23,99,100,3.02,light rain
490,Moerai,PF,-22.4333,-151.3333,71.92,71,17,16.78,few clouds
491,Yatou,CN,37.15,122.3833,58.03,47,7,16.24,clear sky
492,Caucaia,BR,-3.7361,-38.6531,80.55,76,75,11.5,broken clouds
493,San Vicente,AR,-26.6167,-54.1333,63.45,84,100,6.17,light rain
494,Emba,KZ,48.8264,58.1442,49.23,19,100,9.44,overcast clouds
495,Marienburg,PL,54.0359,19.0266,53.04,82,4,11.79,clear sky
496,Fort Myers Beach,US,26.452,-81.9481,79.02,77,0,11.41,clear sky
497,Nuuk,GL,64.1835,-51.7216,36.21,87,100,3.44,overcast clouds
498,Kaya,BF,13.0917,-1.0844,80.15,60,69,6.73,broken clouds
499,Kyra,RU,49.5776,111.9753,30.69,55,11,2.64,few clouds
500,Pangai,TO,-19.8,-174.35,82.51,74,75,9.22,broken clouds
501,Buala,SB,-8.145,159.5921,85.35,59,84,8.03,broken clouds
502,Catuday,PH,16.2923,119.8062,82.31,72,100,11.83,overcast clouds
503,Bonavista,CA,48.6499,-53.1147,53.71,78,100,12.28,overcast clouds
504,Chiang Klang,TH,19.2938,100.8617,77.88,83,23,0.45,few clouds
505,Marica,BR,-22.9194,-42.8186,69.75,89,100,10.07,overcast clouds
506,Santa Cruz,BO,-17.8,-63.1667,80.06,74,75,13.8,broken clouds
507,Homer,US,59.6425,-151.5483,57.09,62,0,9.22,clear sky
508,Palauig,PH,15.435,119.9045,85.62,66,95,1.59,overcast clouds
509,Kungurtug,RU,50.5994,97.5228,31.28,52,100,0.2,overcast clouds
510,Meulaboh,ID,4.1363,96.1285,75.34,90,100,3.69,overcast clouds
511,Metkovic,HR,43.0542,17.6483,46.87,58,100,3.58,overcast clouds
512,Ulvila,FI,61.4284,21.871,57.27,88,100,11.5,overcast clouds
513,Asyut,EG,27.181,31.1837,74.61,52,0,10.78,clear sky
514,Qasigiannguit,GL,68.8193,-51.1922,26.85,78,100,4.43,overcast clouds
515,Karratha,AU,-20.7377,116.8463,82.53,28,1,13.73,clear sky
516,Songea,TZ,-10.6833,35.65,58.46,69,1,4.76,clear sky
517,Lixourion,GR,38.2019,20.4314,66.85,68,25,5.91,scattered clouds
518,Kirensk,RU,57.7853,108.1119,30.11,62,83,4.21,broken clouds
519,Hualmay,PE,-11.0964,-77.6139,61.27,78,16,10.69,few clouds
520,Evensk,RU,61.95,159.2333,30.49,75,89,12.91,overcast clouds
521,Falmouth,GB,50.1544,-5.0711,58.1,76,0,8.05,clear sky
522,Pangkalanbuun,ID,-2.6833,111.6167,82.0,77,97,2.64,overcast clouds
523,Burns Lake,CA,54.2331,-125.7533,63.82,63,57,3.44,broken clouds
524,Arlit,NE,18.7369,7.3853,88.79,18,3,11.14,clear sky
525,Sangar,RU,63.9242,127.4739,25.9,64,100,6.38,overcast clouds
526,Srandakan,ID,-7.9386,110.2506,77.92,82,100,10.18,overcast clouds
527,Ust-Maya,RU,60.4167,134.5333,27.55,66,100,8.05,overcast clouds
528,Lakhipur,IN,26.0299,90.3041,75.69,94,99,0.22,overcast clouds
529,Madison Heights,US,42.4859,-83.1052,64.65,60,0,3.44,clear sky
530,Sisimiut,GL,66.9395,-53.6735,30.97,89,100,6.44,light snow
531,Pemangkat,ID,1.1667,108.9667,78.44,84,100,4.54,overcast clouds
532,Hampden,US,42.1668,-72.5829,61.11,93,100,9.22,overcast clouds
533,Grants Pass,US,42.439,-123.3284,89.11,39,0,10.36,clear sky
534,Kavkazskaya,RU,45.445,40.6728,51.51,71,11,4.23,few clouds
535,Kenai,US,60.5544,-151.2583,55.49,63,75,17.27,light rain
536,Contamana,PE,-7.3333,-75.0167,84.16,51,95,0.96,overcast clouds
537,La Ferte-Bernard,FR,48.1863,0.6536,49.62,88,88,2.93,overcast clouds
538,Itatiaia,BR,-22.4961,-44.5633,65.61,96,92,4.36,overcast clouds
539,Conde,BR,-7.2597,-34.9075,74.66,94,20,0.0,few clouds
540,Talara,PE,-4.5772,-81.2719,62.89,86,11,16.44,few clouds
541,Puerto Madero,MX,14.7208,-92.4215,75.4,100,75,5.75,broken clouds
542,Uige,AO,-7.6087,15.0613,66.88,93,96,0.36,overcast clouds
543,Adelaide,AU,-34.9333,138.6,73.17,61,40,11.5,scattered clouds
544,Canatlan,MX,24.5167,-104.7833,60.55,74,100,4.0,overcast clouds
545,Metu,ET,8.3,35.5833,55.8,98,81,2.01,broken clouds
546,Ternate,ID,0.8,127.4,85.59,64,94,1.88,overcast clouds
547,Harmanli,BG,41.9333,25.9,51.94,73,100,3.4,overcast clouds
548,Poum,NC,-20.2333,164.0167,75.09,59,96,9.57,overcast clouds
549,Ndola,ZM,-12.9587,28.6366,63.57,34,23,7.65,few clouds
550,Bagdarin,RU,54.4333,113.6,29.46,46,21,2.89,few clouds
551,Chicama,PE,-7.8447,-79.1469,57.74,82,25,7.54,scattered clouds
552,Krasnokamensk,RU,50.0979,118.0369,36.57,37,3,6.62,clear sky
553,Segezha,RU,63.7415,34.3222,45.97,90,100,14.25,overcast clouds
554,Kaniama,CD,-7.5667,24.1833,64.74,90,86,1.66,overcast clouds
555,Lavrentiya,RU,65.5833,-171.0,38.77,93,100,31.74,light rain
556,Breznik,BG,42.7414,22.8981,38.28,77,98,1.23,overcast clouds
557,San Borja,BO,-14.8167,-66.85,78.71,67,91,3.18,overcast clouds
558,Atchison,US,39.563,-95.1216,70.72,65,7,6.04,clear sky
559,Srednekolymsk,RU,67.45,153.6833,22.08,93,100,25.48,snow
560,Ballina,AU,-28.8667,153.5667,68.04,91,100,2.71,overcast clouds
561,Alexandria,EG,31.2156,29.9553,73.6,58,0,12.39,clear sky
562,Bandarbeyla,SO,9.4942,50.8122,76.33,87,36,19.91,scattered clouds
563,Takoradi,GH,4.8845,-1.7554,74.77,94,38,7.52,scattered clouds
564,Wenatchee,US,47.4235,-120.3103,79.18,42,0,6.91,clear sky
565,Tabas,IR,33.5959,56.9244,73.62,18,0,2.3,clear sky
566,Rocha,UY,-34.4833,-54.3333,54.36,95,100,7.52,overcast clouds
567,Morondava,MG,-20.2833,44.2833,74.39,84,27,5.57,scattered clouds
568,Vardo,NO,70.3705,31.1107,42.78,81,100,17.27,overcast clouds
569,Bria,CF,6.5423,21.9863,68.74,98,100,1.59,light rain
570,Misratah,LY,32.3754,15.0925,73.15,61,6,11.32,clear sky
571,Harij,IN,23.7,71.9,81.63,65,87,7.27,overcast clouds
572,Callaway,US,30.153,-85.5699,72.97,70,0,1.99,clear sky
573,Buritizeiro,BR,-17.3511,-44.9622,76.37,60,43,1.43,scattered clouds
574,Sipe Sipe,BO,-17.45,-66.3833,66.76,33,35,5.12,scattered clouds
575,Yantal,RU,56.8471,105.2542,33.37,79,97,4.12,overcast clouds
576,Marktoberdorf,DE,47.7833,10.6167,51.49,68,50,5.5,scattered clouds
577,Sao Gotardo,BR,-19.3111,-46.0489,65.62,69,12,2.73,few clouds
578,Wawa,NG,9.9022,4.4192,76.14,85,100,2.48,overcast clouds
579,Colares,PT,38.7992,-9.4469,67.78,85,5,23.0,clear sky
580,Emerald,AU,-23.5333,148.1667,78.35,55,45,10.98,scattered clouds
581,Sioux Lookout,CA,50.1001,-91.917,50.07,87,75,14.97,broken clouds
582,Palaikastron,GR,35.2,26.25,67.86,59,0,31.34,clear sky
583,Pocone,BR,-16.2567,-56.6228,84.88,49,25,7.4,scattered clouds
584,Qaqortoq,GL,60.7167,-46.0333,35.6,84,26,14.61,scattered clouds
585,Simao,CN,22.7886,100.9748,71.29,86,17,2.06,few clouds
586,Nizwa,OM,22.9333,57.5333,76.42,49,72,1.21,broken clouds
587,Medicine Hat,CA,50.0501,-110.6683,57.63,53,75,13.8,smoke
588,Pombas,CV,17.1503,-25.0201,78.58,85,100,11.18,overcast clouds
589,Rabo De Peixe,PT,37.8,-25.5833,69.28,93,20,6.91,few clouds
590,Mahanoro,MG,-19.9,48.8,64.78,93,11,4.45,few clouds
591,Valley,US,45.1277,-116.1262,65.01,39,53,2.08,broken clouds
592,Muskogee,US,35.5834,-95.3336,75.42,40,0,4.61,clear sky
593,Lamu,KE,-2.2717,40.902,75.42,85,22,13.22,few clouds
594,Kavieng,PG,-2.5744,150.7967,84.54,71,62,13.29,light rain
595,Sunland Park,US,31.7965,-106.58,73.72,54,100,17.27,overcast clouds
596,Jiujiang,CN,29.7333,115.9833,58.3,84,100,13.47,overcast clouds
597,Kitgum,UG,3.2783,32.8867,64.53,94,44,2.48,light rain
598,Santa Rosa,PH,14.3122,121.1114,88.11,68,85,10.58,overcast clouds
599,Yerbogachen,RU,61.2767,108.0108,32.34,65,33,5.61,scattered clouds
600,Cukai,MY,4.25,103.4167,80.55,82,100,4.74,overcast clouds
601,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.88,89,12,7.72,few clouds
602,Lufilufi,WS,-13.8745,-171.5986,89.38,77,88,19.75,light rain
603,Mujiayingzi,CN,42.1167,118.7833,47.43,19,95,3.2,overcast clouds
604,Grand Gaube,MU,-20.0064,57.6608,72.0,76,17,3.0,few clouds
605,Qinhuangdao,CN,39.9317,119.5883,57.63,26,36,2.68,scattered clouds
606,Tura,IN,25.5198,90.2201,75.97,92,76,3.27,broken clouds
607,Huntsville,US,34.7304,-86.5861,63.73,66,0,3.0,clear sky
608,Malanville,BJ,11.8685,3.3899,77.92,81,83,6.31,broken clouds
609,Ndago,TZ,-4.6,34.35,63.79,58,100,12.75,overcast clouds
610,Williams Lake,CA,52.1415,-122.1445,67.57,45,20,9.22,few clouds
611,Ketchikan,US,55.3422,-131.6461,59.47,94,100,5.75,overcast clouds
612,Brigantine,US,39.4101,-74.3646,60.06,97,100,9.22,overcast clouds
613,Baykalsk,RU,51.5058,104.1469,40.14,61,100,3.74,overcast clouds
614,Saint-Pierre,RE,-21.3393,55.4781,64.08,68,0,4.61,clear sky
615,Granville,AU,-33.8333,151.0167,62.62,93,75,11.5,broken clouds
616,Sampit,ID,-2.5333,112.95,83.57,77,100,2.33,overcast clouds
617,Jalu,LY,29.0331,21.5482,70.59,51,1,10.04,clear sky
618,Ngawi,ID,-7.4038,111.4461,85.14,63,79,8.81,broken clouds
619,Sao Joao De Pirabas,BR,-0.7747,-47.1772,79.83,77,2,9.01,clear sky
620,Mezen,RU,65.8522,44.24,44.28,95,100,4.45,overcast clouds
621,Monroe,US,43.1501,-77.6831,58.53,89,40,4.61,scattered clouds
622,Nome,US,64.5011,-165.4064,42.87,75,40,13.8,scattered clouds
623,Sarangani,PH,5.4033,125.4636,83.41,75,59,15.35,broken clouds
624,Charlestown,AU,-32.95,151.6667,67.78,87,100,7.45,overcast clouds
625,Garmsar,IR,35.2182,52.3409,73.06,26,0,5.21,clear sky
626,Linqiong,CN,30.4159,103.4609,62.42,91,100,8.23,overcast clouds
627,Leiyang,CN,26.4024,112.8591,55.69,80,100,7.29,overcast clouds
628,Osoyoos,CA,49.0331,-119.4524,70.21,60,94,1.14,overcast clouds
629,Svetlogorsk,BY,52.6333,29.7333,45.97,94,99,6.87,overcast clouds
630,Ukiah,US,39.1502,-123.2078,87.69,36,0,3.44,clear sky
631,North Bend,US,43.4065,-124.2243,59.16,100,100,13.8,fog
632,Ziro,IN,27.6333,93.8333,59.32,95,90,1.86,overcast clouds
633,Lowestoft,GB,52.4752,1.7516,51.24,84,0,19.51,clear sky
634,Alta Floresta,BR,-9.8756,-56.0861,73.96,72,66,3.04,broken clouds
635,Qarchi Gak,AF,37.04,66.7889,55.15,17,0,12.35,clear sky
636,Dunmore East,IE,52.1514,-6.9861,53.01,85,10,20.83,clear sky
637,Tornio,FI,65.8481,24.1466,50.02,97,100,23.87,light rain
638,Caceres,ES,39.522,-6.3748,67.71,36,0,2.86,clear sky
639,Samfya,ZM,-11.3649,29.5565,68.23,39,14,8.63,few clouds
640,Marrakesh,MA,31.6315,-8.0083,69.87,56,3,4.61,clear sky
641,Koungheul,SN,13.9833,-14.8,77.43,85,9,6.62,clear sky
642,Pouebo,NC,-20.4,164.5667,78.71,50,67,8.16,broken clouds
643,Mount Isa,AU,-20.7333,139.5,87.57,42,2,8.05,clear sky
644,Upata,VE,8.0086,-62.3989,71.01,98,100,3.58,overcast clouds
645,Lexington,US,37.9887,-84.4777,59.13,55,3,2.86,clear sky
646,Bintulu,MY,3.1667,113.0333,81.01,88,20,0.0,few clouds
647,Luocheng,CN,29.3848,104.0286,59.05,86,100,6.46,overcast clouds
648,Ushtobe,KZ,45.2514,77.9838,46.92,28,0,7.58,clear sky
649,Balsas,BR,-7.5325,-46.0356,82.81,26,5,4.65,clear sky
650,Valverde Del Camino,ES,37.5751,-6.7543,66.04,64,0,1.83,clear sky
651,Abu Dhabi,AE,24.4667,54.3667,86.02,85,20,1.14,few clouds
652,Nelson Bay,AU,-32.7167,152.15,68.05,86,100,13.09,overcast clouds
653,San Ramon,US,37.7799,-121.978,80.94,62,0,10.36,clear sky
654,Ust-Ilimsk,RU,58.0006,102.6619,33.4,94,100,5.48,overcast clouds
655,Vestmanna,FO,62.1564,-7.1664,47.32,76,75,23.02,drizzle
656,Kawasaki,JP,35.5206,139.7172,60.17,84,75,17.27,light rain
657,Temirtau,KZ,50.0544,72.9483,42.85,58,97,1.9,overcast clouds
658,Olafsvik,IS,64.8945,-23.7142,44.37,71,100,11.92,overcast clouds
659,Panguna,PG,-6.3164,155.4848,80.29,63,92,4.79,overcast clouds
660,Camargo,MX,27.6667,-105.1667,72.36,38,53,5.39,broken clouds
661,Ewa Beach,US,21.3156,-158.0072,84.15,67,75,10.36,broken clouds
662,Pacific Grove,US,36.6177,-121.9166,65.8,92,75,6.91,broken clouds
663,Muros,ES,42.7762,-9.0603,65.08,82,60,14.07,broken clouds
664,Piacabucu,BR,-10.4056,-36.4344,75.25,91,3,8.46,clear sky
665,Itaituba,BR,-4.2761,-55.9836,81.55,56,69,0.6,broken clouds
666,Touros,BR,-5.1989,-35.4608,76.91,85,7,11.74,clear sky
667,Trairi,BR,-3.2778,-39.2689,78.31,82,26,12.44,scattered clouds
668,Bathsheba,BB,13.2167,-59.5167,81.21,83,75,16.11,broken clouds
669,Los Llanos De Aridane,ES,28.6585,-17.9182,73.13,66,0,12.66,clear sky
670,Urengoy,RU,65.9667,78.3667,34.03,72,99,2.91,overcast clouds
671,Novopokrovka,UA,49.8425,36.5477,48.85,83,100,7.52,overcast clouds
672,Olavarria,AR,-36.8927,-60.3225,54.43,78,100,5.55,overcast clouds
673,Brattvag,NO,62.6002,6.4434,53.29,66,40,24.16,light rain
